Car Name,City,Price (PKR),Model Year,Mileage (km),Fuel Type,Engine CC,Transmission
Honda HR-V VTi-S,Karachi,6500000.0,2023,44000.0,Petrol,1500 cc,Automatic
Suzuki Wagon R Smile Hybrid G,Karachi,3500000.0,2022,2000.0,Hybrid,660 cc,Automatic
Toyota Raize Z,Karachi,6300000.0,2020,24000.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,6250000.0,2020,43000.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,6175000.0,2020,36000.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,6175000.0,2020,10000.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,5850000.0,2020,53000.0,Petrol,1000 cc,Automatic
Suzuki Spacia,Karachi,2000000.0,2014,154778.0,Petrol,660 cc,Automatic
Honda BR-V i-VTEC,Karachi,4200000.0,2018,65000.0,Petrol,1500 cc,Automatic
Toyota Prius S 1.8,Karachi,4700000.0,2015,93000.0,Hybrid,1800 cc,Automatic
Honda Vamos,Karachi,1215000.0,2012,138000.0,Petrol,660 cc,Automatic
Suzuki Cultus Auto Gear Shift,Karachi,3275000.0,2021,57219.0,Petrol,1000 cc,Automatic
Suzuki Swift GLX CVT,Karachi,4550000.0,2023,36700.0,Petrol,1200 cc,Automatic
Daihatsu Cuore CX,Karachi,890000.0,2011,140000.0,Petrol,800 cc,Manual
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,4700000.0,2019,78000.0,Petrol,1800 cc,Automatic
Nissan Dayz Highway Star G,Karachi,3525000.0,2020,42000.0,Petrol,660 cc,Automatic
Toyota Prius S LED Edition 1.8,Karachi,4600000.0,2014,106000.0,Hybrid,1800 cc,Automatic
Toyota Corolla 8th (E110) Generation XE,Karachi,1580000.0,2001,150000.0,Petrol,1300 cc,Manual
Honda Freed,Karachi,3250000.0,2012,80000.0,Petrol,1500 cc,Automatic
KIA Stonic EX+,Karachi,4800000.0,2022,60323.0,Petrol,1400 cc,Automatic
Mercedes Benz E Class E200,Karachi,12000000.0,2013,60000.0,Petrol,1800 cc,Automatic
Toyota Corolla GLi Automatic 1.3 VVTi,Karachi,3779999.0,2017,63239.0,Petrol,1300 cc,Automatic
Daihatsu Mira X Memorial Edition,Karachi,2600000.0,2015,120000.0,Petrol,660 cc,Automatic
Toyota Aqua S,Karachi,3500000.0,2014,248857.0,Hybrid,1500 cc,Automatic
Toyota C-HR G Nero,Karachi,9800000.0,2020,29629.0,Hybrid,1800 cc,Automatic
Suzuki Swift DLX 1.3,Karachi,2030000.0,2016,97304.0,Petrol,1300 cc,Manual
Tesla Model 3 Standard Range Plus,Karachi,12000000.0,2021,15000.0,Electric,55.0 kWh,Automatic
Daihatsu Boon X SA 2,Karachi,4000000.0,2019,46610.0,Petrol,996 cc,Automatic
Toyota Tundra,Karachi,16000000.0,2018,58594.0,Petrol,5700 cc,Automatic
Suzuki Cultus EURO II,Karachi,1620000.0,2015,74000.0,Petrol,1000 cc,Manual
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Karachi,3225000.0,2013,89000.0,Petrol,1800 cc,Automatic
BMW 7 Series 745Li,Karachi,4000000.0,2004,90000.0,Petrol,4400 cc,Automatic
Daihatsu Mira G SA III,Karachi,3295000.0,2019,75900.0,Petrol,660 cc,Automatic
Toyota Corolla GLi Automatic 1.3 VVTi,Karachi,3950000.0,2020,66000.0,Petrol,1300 cc,Automatic
Suzuki Alto VXR,Karachi,2730000.0,2024,24515.0,Petrol,660 cc,Manual
KIA Picanto 1.0 AT,Karachi,3100000.0,2022,32000.0,Petrol,1000 cc,Automatic
Mitsubishi Minica,Karachi,969999.0,2011,128000.0,Petrol,660 cc,Automatic
Suzuki Swift GLX CVT,Karachi,4000000.0,2022,62000.0,Petrol,1200 cc,Automatic
KIA Sportage AWD,Karachi,7100000.0,2022,28000.0,Petrol,2000 cc,Automatic
Toyota Prius S Touring Selection,Karachi,7300000.0,2022,90000.0,Hybrid,1800 cc,Automatic
Toyota Corolla XLi VVTi,Karachi,2500000.0,2013,150000.0,Petrol,1300 cc,Manual
Suzuki Bolan VX Euro II,Karachi,800000.0,2013,68166.0,Petrol,800 cc,Manual
Toyota Prado TX L Package 2.7,Karachi,32500000.0,2021,11500.0,Petrol,2700 cc,Automatic
Suzuki Alto VXR,Karachi,790000.0,2008,70000.0,Petrol,1000 cc,Manual
Suzuki Cultus VXRi,Karachi,885000.0,2008,90000.0,Petrol,1000 cc,Manual
Toyota Raize Z,Karachi,6200000.0,2020,37000.0,Petrol,1000 cc,Automatic
Daihatsu Mira,Karachi,1400000.0,2006,150000.0,Petrol,660 cc,Automatic
Nissan Clipper,Karachi,3400000.0,2020,77000.0,Petrol,660 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,2820000.0,2011,92192.0,Petrol,1300 cc,Manual
Honda Civic VTi Oriel UG Prosmatec 1.6,Karachi,2350000.0,2006,171000.0,Petrol,1600 cc,Automatic
Honda Civic Reborn VTi Prosmatec 1.8 i-VTEC,Karachi,1950000.0,2007,119000.0,Petrol,1800 cc,Automatic
Nissan Clipper G Four,Karachi,2700000.0,2020,133000.0,Petrol,660 cc,Automatic
Daihatsu Mira X SA lll,Karachi,3625000.0,2022,61000.0,Petrol,660 cc,Automatic
Suzuki Alto VXR,Karachi,640000.0,2006,85000.0,Petrol,1000 cc,Manual
Honda City,Karachi,3954999.0,2019,64984.0,Petrol,1300 cc,Automatic
Toyota Tacoma TRD Sport,Karachi,16600000.0,2016,74750.0,Petrol,3500 cc,Automatic
Suzuki Cultus VXRi,Karachi,1235000.0,2012,70000.0,Petrol,1000 cc,Manual
Daihatsu Mira Custom X,Karachi,1500000.0,2007,23000.0,Petrol,660 cc,Automatic
Suzuki Swift DLX 1.3,Karachi,1920000.0,2015,94000.0,Petrol,1300 cc,Manual
Toyota Sienta,Karachi,6400000.0,2019,100000.0,Hybrid,1500 cc,Automatic
Nissan Dayz Highway Star G,Karachi,2300000.0,2015,97000.0,Petrol,660 cc,Automatic
Suzuki Mehran VXR,Karachi,275000.0,1991,3000.0,Petrol,800 cc,Manual
Toyota Raize Z,Karachi,6110000.0,2020,9385.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,5790000.0,2021,85.0,Petrol,1000 cc,Automatic
Suzuki Khyber GA,Karachi,409000.0,1996,100000.0,Petrol,1000 cc,Manual
Nissan Clipper E,Karachi,1700000.0,2010,165000.0,Petrol,660 cc,Automatic
Toyota Corolla XLi VVTi,Karachi,3750000.0,2017,71000.0,Petrol,1300 cc,Manual
Toyota Corolla 9th (E120) Generation SE Saloon Automatic,Karachi,2400000.0,2002,255940.0,Petrol,1600 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,Karachi,4029999.0,2021,49800.0,Petrol,1300 cc,Automatic
Nissan AD Van,Karachi,1400000.0,2006,123851.0,Petrol,1300 cc,Automatic
Nissan Sunny,Karachi,350000.0,1986,150000.0,Petrol,1300 cc,Manual
Suzuki Cultus VXRi,Karachi,1130000.0,2012,100000.0,Petrol,1000 cc,Manual
Suzuki Mehran VXR Euro II,Karachi,1350000.0,2018,65000.0,Petrol,800 cc,Manual
Toyota Prius L 1.8,Karachi,3900000.0,2013,115659.0,Hybrid,1800 cc,Automatic
KIA Sportage AWD,Karachi,6475000.0,2021,60000.0,Petrol,2000 cc,Automatic
BYD Atto 3 Advance,Karachi,9250000.0,2025,40.0,Electric,49.0 kWh,Automatic
Suzuki Bolan Cargo Van Euro ll,Karachi,1650000.0,2021,54500.0,Petrol,800 cc,Manual
Toyota Aqua S,Karachi,3020000.0,2012,168550.0,Hybrid,1500 cc,Automatic
Nissan Dayz Highway Star X,Karachi,3890000.0,2022,43000.0,Petrol,660 cc,Automatic
Toyota Corolla Altis CVT-i 1.8,Karachi,4350000.0,2016,105000.0,Petrol,1800 cc,Automatic
Suzuki Alto F,Karachi,2725000.0,2018,54000.0,Petrol,660 cc,Automatic
Daihatsu Mira L,Karachi,2810000.0,2017,77200.0,Petrol,660 cc,Automatic
Suzuki Mehran VXR Euro II,Karachi,1080000.0,2017,108300.0,Petrol,796 cc,Manual
Mazda Carol GL,Karachi,1770000.0,2014,20000.0,Petrol,660 cc,Automatic
Honda Civic Turbo 1.5 VTEC CVT,Karachi,4500000.0,2016,54387.0,Petrol,1500 cc,Automatic
Daihatsu Mira X SA lll,Karachi,3600000.0,2022,77000.0,Petrol,660 cc,Automatic
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Karachi,6390000.0,2022,55000.0,Petrol,1800 cc,Automatic
Daihatsu Rocky G,Karachi,6050000.0,2020,56000.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,6275000.0,2020,67000.0,Petrol,1000 cc,Automatic
Toyota Vitz U 1.0,Karachi,2350000.0,2009,89000.0,Petrol,1000 cc,Automatic
Daihatsu Mira Custom X,Karachi,1500000.0,2009,140000.0,Petrol,660 cc,Automatic
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,5250000.0,2019,57700.0,Petrol,1800 cc,Automatic
Suzuki Alto S Package,Karachi,3025000.0,2019,92000.0,Petrol,660 cc,Automatic
Daihatsu Mira L,Karachi,2200000.0,2013,99000.0,Petrol,660 cc,Automatic
KIA Picanto 1.0 AT,Karachi,2950000.0,2022,58000.0,Petrol,1000 cc,Automatic
Suzuki Alto VXL AGS,Karachi,3125000.0,2024,19.0,Petrol,660 cc,Automatic
Toyota C-HR G,Karachi,9400000.0,2019,27000.0,Hybrid,1800 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,Karachi,3500000.0,2018,72000.0,Petrol,1300 cc,Automatic
Daihatsu Mira X SA lll,Karachi,4000000.0,2022,30000.0,Petrol,660 cc,Automatic
Audi e-tron 50 quattro 230 kW,Karachi,15200000.0,2021,30246.0,Electric,60.0 kWh,Automatic
Hyundai Santro Exec,Karachi,1000000.0,2005,25000.0,Petrol,1000 cc,Manual
Toyota Land Cruiser AX 3.5L,Karachi,53000000.0,2022,9264.0,Petrol,3500 cc,Automatic
Daihatsu Mira L,Karachi,3595000.0,2022,15800.0,Petrol,660 cc,Automatic
Toyota Yaris Sedan ATIV X CVT 1.5,Karachi,4725000.0,2022,38000.0,Petrol,1500 cc,Automatic
Honda Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,Karachi,3450000.0,2014,89800.0,Petrol,1800 cc,Automatic
Toyota Corolla Altis 1.6 X CVT-i Special Edition,Karachi,3700000.0,2016,118186.0,Petrol,1600 cc,Automatic
Changan Alsvin 1.3L MT Comfort,Karachi,3800000.0,2024,9518.0,Petrol,1300 cc,Manual
KIA Sportage FWD,Karachi,6200000.0,2020,58136.0,Petrol,2000 cc,Automatic
KIA Picanto 1.0 MT,Karachi,2350000.0,2022,97363.0,Petrol,1000 cc,Manual
Suzuki Wagon R VXL,Karachi,2800000.0,2021,35000.0,Petrol,1000 cc,Manual
Toyota Raize,Karachi,6300000.0,2021,50530.0,Petrol,1000 cc,Automatic
Honda City EXi S,Karachi,850000.0,2002,111222.0,Petrol,1300 cc,Manual
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Karachi,7000000.0,2022,15400.0,Petrol,1800 cc,Automatic
Daihatsu Mira L,Karachi,2275000.0,2014,130000.0,Petrol,660 cc,Automatic
Suzuki Cultus VXRi,Karachi,869999.0,2008,87590.0,Petrol,1000 cc,Manual
Honda N Wgn G,Karachi,2450000.0,2014,163835.0,Petrol,660 cc,Automatic
Suzuki Cultus VXR,Karachi,2650000.0,2019,107000.0,Petrol,1000 cc,Manual
Suzuki Alto VXL AGS,Karachi,3150000.0,2025,18000.0,Petrol,660 cc,Automatic
Mazda Scrum Wagon PX Turbo,Karachi,3150000.0,2020,100000.0,Petrol,660 cc,Automatic
Toyota Surf SSR-G 2.7,Karachi,3600000.0,1999,37000.0,Petrol,2700 cc,Automatic
Suzuki Hustler Hybrid G,Karachi,3900000.0,2024,8500.0,Hybrid,660 cc,Automatic
Toyota Corolla XLi VVTi,Karachi,1700000.0,2008,180000.0,Petrol,1300 cc,Manual
Hyundai Sonata 2.5,Karachi,9500000.0,2022,4400.0,Petrol,2500 cc,Automatic
KIA Picanto 1.0 AT,Karachi,2950000.0,2023,45516.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,6050000.0,2021,71200.0,Petrol,1000 cc,Automatic
Daihatsu Taft G Turbo,Karachi,4400000.0,2022,31950.0,Petrol,660 cc,Automatic
Honda BR-V i-VTEC S,Karachi,4100000.0,2018,71000.0,Petrol,1500 cc,Automatic
Suzuki Cultus VXR,Karachi,720000.0,2006,69400.0,Petrol,1000 cc,Manual
Honda Vezel Hybrid Z,Karachi,3875000.0,2014,76500.0,Hybrid,1500 cc,Automatic
Suzuki Swift DLX Automatic 1.3,Karachi,2500000.0,2016,50000.0,Petrol,1300 cc,Automatic
Toyota Raize,Karachi,6150000.0,2021,24786.0,Petrol,1000 cc,Automatic
Nissan Leaf,Karachi,6700000.0,2021,19820.0,Electric,40.0 kWh,Automatic
Mercedes Benz C Class C200,Karachi,31000000.0,2021,11800.0,Petrol,1500 cc,Automatic
Toyota Hilux Vigo Champ G,Karachi,7500000.0,2013,139000.0,Diesel,2500 cc,Automatic
Nissan Leaf,Karachi,6900000.0,2021,30600.0,Electric,40.0 kWh,Automatic
Nissan Kicks XV Premium,Karachi,6650000.0,2020,30000.0,Petrol,1300 cc,Automatic
Toyota Passo,Karachi,4600000.0,2022,17045.0,Petrol,1000 cc,Automatic
Suzuki Alto VXR,Karachi,2275000.0,2021,52208.0,Petrol,660 cc,Manual
Daihatsu Mira X,Karachi,4150000.0,2021,13942.0,Petrol,660 cc,Automatic
Suzuki Cultus EURO II,Karachi,1485000.0,2014,106389.0,Petrol,1000 cc,Manual
Toyota Passo X Kutsurogi,Karachi,2195000.0,2012,87000.0,Petrol,1000 cc,Automatic
Toyota Prius S LED Edition 1.8,Karachi,4450000.0,2014,120000.0,Hybrid,1800 cc,Automatic
Toyota Hilux Revo V Automatic 2.8,Karachi,12800000.0,2022,48000.0,Diesel,2800 cc,Automatic
Toyota Sienta G,Karachi,5200000.0,2016,88000.0,Hybrid,1500 cc,Automatic
Suzuki Alto L,Karachi,2600000.0,2016,72609.0,Petrol,660 cc,Automatic
KIA Sportage AWD,Karachi,6900000.0,2020,53000.0,Petrol,2000 cc,Automatic
Toyota Raize G,Karachi,5375000.0,2020,44000.0,Petrol,1000 cc,Automatic
Suzuki Mehran VXR,Karachi,260000.0,1990,135000.0,Petrol,800 cc,Manual
Toyota Yaris Sedan,Karachi,5100000.0,2022,11300.0,Petrol,1500 cc,Automatic
Daihatsu Mira X SA lll,Karachi,2998000.0,2018,64000.0,Petrol,660 cc,Automatic
Daihatsu Cuore CX Eco,Karachi,985000.0,2009,63000.0,Petrol,800 cc,Manual
KIA Sportage FWD,Karachi,7265000.0,2022,34000.0,Petrol,2000 cc,Automatic
Toyota Raize 1.2L Z,Karachi,6300000.0,2025,31000.0,Petrol,1200 cc,Automatic
Daihatsu Cuore CX,Karachi,775000.0,2008,85000.0,Petrol,800 cc,Manual
Suzuki Cultus VXLi,Karachi,1250000.0,2011,57000.0,Petrol,1000 cc,Manual
Toyota Fortuner 2.7 VVTi,Karachi,6484999.0,2013,146000.0,Petrol,2700 cc,Automatic
Honda Civic Rebirth Oriel Prosmatec UG,Karachi,4100000.0,2013,65600.0,Petrol,1800 cc,Automatic
Mitsubishi Minicab,Karachi,1550000.0,2013,132000.0,Petrol,660 cc,Automatic
Toyota Raize Z,Karachi,4990000.0,2020,67950.0,Petrol,1000 cc,Automatic
Toyota Corolla GLi Automatic 1.3 VVTi,Karachi,3790000.0,2016,120000.0,Petrol,1300 cc,Automatic
BMW iX xDrive40,Karachi,29900000.0,2021,16200.0,Electric,7100.0 kWh,Automatic
Toyota Corolla Altis Grande CVT-i 1.8,Karachi,5000000.0,2018,134759.0,Petrol,1800 cc,Automatic
Toyota Prado TX Limited 3.0D,Karachi,6300000.0,1994,125000.0,Diesel,3000 cc,Automatic
Toyota Raize Z,Karachi,5550000.0,2020,26000.0,Petrol,1000 cc,Automatic
Honda Civic Turbo 1.5 VTEC CVT,Karachi,4490000.0,2016,80000.0,Petrol,1500 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC,Karachi,3200000.0,2018,169000.0,Petrol,1300 cc,Manual
Suzuki Alto VXR,Karachi,2750000.0,2024,27000.0,Petrol,660 cc,Manual
Toyota Corolla Cross 1.8 HEV X,Karachi,8850000.0,2025,8000.0,Hybrid,1800 cc,Automatic
Toyota Vitz F 1.0,Karachi,2550000.0,2013,104498.0,Petrol,1000 cc,Automatic
Suzuki Mehran VX,Karachi,529000.0,2011,100000.0,Petrol,800 cc,Manual
Toyota Yaris Hatchback G,Karachi,5400000.0,2022,13000.0,Petrol,1500 cc,Automatic
Honda Civic VTi 1.8 i-VTEC,Karachi,2895000.0,2015,77000.0,Petrol,1800 cc,Manual
KIA Sportage AWD,Karachi,7500000.0,2022,39000.0,Petrol,2000 cc,Automatic
Mazda Titan 1.5T,Karachi,3500000.0,2011,100000.0,Diesel,3000 cc,Manual
Toyota Yaris Sedan GLI CVT 1.3,Karachi,4000000.0,2021,90000.0,Petrol,1300 cc,Automatic
Suzuki Cultus VXRi,Karachi,830000.0,2007,10000.0,Petrol,1000 cc,Manual
Honda Civic 1.5 VTEC Turbo Oriel,Karachi,7400000.0,2022,50000.0,Petrol,1500 cc,Automatic
KIA Picanto 1.0 MT,Karachi,3500000.0,2024,60.0,Petrol,1000 cc,Manual
Suzuki Alto VXR (CNG),Karachi,830000.0,2007,206913.0,CNG,1000 cc,Manual
Honda Civic VTi Oriel Prosmatec 1.6,Karachi,1300000.0,2001,141000.0,Petrol,1600 cc,Automatic
KIA Classic LX,Karachi,350000.0,2001,180000.0,CNG,1323 cc,Manual
Toyota Corolla Altis Automatic 1.6,Karachi,5275000.0,2021,41000.0,Petrol,1600 cc,Automatic
Toyota Prado TZ 4.0,Karachi,17200000.0,2009,30033.0,Petrol,4000 cc,Automatic
Changan Alsvin 1.5L DCT Lumiere,Karachi,4670000.0,2025,7000.0,Petrol,1500 cc,Automatic
Suzuki Mehran VXR,Karachi,270000.0,1991,1000.0,Petrol,800 cc,Manual
Suzuki Mehran VXR Euro II,Karachi,1220000.0,2017,90000.0,Petrol,796 cc,Manual
Toyota Raize Z,Karachi,5750000.0,2020,35000.0,Petrol,1000 cc,Automatic
Suzuki Cultus VXRi,Karachi,1090000.0,2011,2286.0,Petrol,1000 cc,Manual
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,5375000.0,2019,51000.0,Petrol,1800 cc,Automatic
Toyota Corolla Altis 1.6 X CVT-i,Karachi,6175000.0,2023,13000.0,Petrol,1600 cc,Automatic
Suzuki Cultus VXR,Karachi,775000.0,2007,75000.0,Petrol,1000 cc,Manual
Toyota Corolla GLi 1.3 VVTi,Karachi,3750000.0,2018,136000.0,Petrol,1300 cc,Manual
Suzuki Alto VXR,Karachi,1100000.0,2009,98000.0,Petrol,1000 cc,Manual
Daihatsu Mira ES,Karachi,2500000.0,2015,88200.0,Petrol,660 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,3350000.0,2015,200000.0,Petrol,1300 cc,Manual
Suzuki Alto VXL AGS,Karachi,2850000.0,2022,28000.0,Petrol,660 cc,Automatic
Toyota Raize,Karachi,6650000.0,2021,10393.0,Petrol,1000 cc,Automatic
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Karachi,7475000.0,2024,26000.0,Petrol,1800 cc,Automatic
Toyota Raize Z,Karachi,5750000.0,2020,21202.0,Petrol,1000 cc,Automatic
Toyota Corolla Altis 1.6 X CVT-i,Karachi,6150000.0,2023,34000.0,Petrol,1600 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC,Karachi,2650000.0,2013,175000.0,Petrol,1300 cc,Manual
Honda City i-DSI,Karachi,1310000.0,2004,250000.0,Petrol,1300 cc,Manual
Suzuki Khyber GA,Karachi,370000.0,1997,90000.0,Petrol,1000 cc,Manual
Toyota Corolla Altis Cruisetronic 1.8,Karachi,2580000.0,2010,126000.0,Petrol,1800 cc,Automatic
Toyota Aqua S,Karachi,3885000.0,2015,105000.0,Hybrid,1500 cc,Automatic
Toyota Corolla Altis X Automatic 1.6,Karachi,5500000.0,2022,57000.0,Petrol,1598 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,2800000.0,2011,179360.0,Petrol,1300 cc,Manual
Toyota Raize Z,Karachi,6300000.0,2021,40000.0,Petrol,1000 cc,Automatic
Toyota Hilux Revo V Automatic 2.8,Karachi,10500000.0,2020,51000.0,Diesel,2800 cc,Automatic
Nissan Dayz Highway Star S hybrid X pro pilot,Karachi,3700000.0,2022,89507.0,Hybrid,660 cc,Automatic
Suzuki Bolan,Karachi,330000.0,1980,5000.0,Petrol,800 cc,Manual
Suzuki Alto VXR,Karachi,2350000.0,2019,47000.0,Petrol,660 cc,Manual
Suzuki Swift DLX Automatic 1.3,Karachi,2350000.0,2015,55000.0,Petrol,1300 cc,Automatic
Toyota Yaris Hatchback G 1.0,Karachi,4250000.0,2024,76000.0,Petrol,1000 cc,Automatic
Daihatsu Cuore CX,Karachi,869999.0,2009,98000.0,Petrol,800 cc,Manual
Honda Civic 1.8 i-VTEC CVT,Karachi,4880000.0,2017,52000.0,Petrol,1800 cc,Automatic
Suzuki Cultus VXR,Karachi,2525000.0,2019,70000.0,Petrol,1000 cc,Manual
Honda Civic Reborn MX (Hybrid),Karachi,2650000.0,2008,125000.0,Hybrid,1300 cc,Automatic
Toyota Corolla XLi VVTi,Karachi,3100000.0,2015,66000.0,Petrol,1300 cc,Manual
Mazda Carol GX,Karachi,3625000.0,2022,27842.0,Petrol,660 cc,Automatic
Toyota Vitz F 1.0,Karachi,2500000.0,2009,114000.0,Petrol,1000 cc,Automatic
Suzuki Alto VXR,Karachi,2300000.0,2021,61000.0,Petrol,660 cc,Manual
Toyota Aqua S,Karachi,3195000.0,2014,100000.0,Hybrid,1500 cc,Automatic
Nissan Dayz J,Karachi,2295000.0,2016,80000.0,Petrol,660 cc,Automatic
Toyota Corolla Altis SR Cruisetronic 1.6,Karachi,3700000.0,2012,79000.0,Petrol,1600 cc,Automatic
Suzuki Alto VX,Karachi,550000.0,2001,50000.0,Petrol,1000 cc,Manual
Honda Civic VTi Oriel 1.6,Karachi,1110000.0,2002,210000.0,Petrol,1600 cc,Manual
Suzuki Alto,Karachi,1019000.0,2009,190000.0,Petrol,1000 cc,Manual
KIA Stonic EX+,Karachi,5050000.0,2022,29339.0,Petrol,1400 cc,Automatic
Daihatsu Mira X Memorial Edition,Karachi,2490000.0,2014,125000.0,Petrol,660 cc,Automatic
Suzuki Alto VXR,Karachi,1025000.0,2010,90000.0,Petrol,1000 cc,Manual
Toyota Vitz F 1.0,Karachi,2135000.0,2008,102500.0,Petrol,1000 cc,Automatic
Suzuki Wagon R FX,Karachi,2075000.0,2014,96000.0,Petrol,660 cc,Automatic
Toyota Hilux Revo Rocco,Karachi,13600000.0,2022,24000.0,Diesel,2800 cc,Automatic
Suzuki Alto Hybrid X,Karachi,3625000.0,2022,27842.0,Hybrid,660 cc,Automatic
Suzuki Mehran VX Euro II,Karachi,1300000.0,2017,31865.0,Petrol,796 cc,Manual
Honda BR-V i-VTEC S,Karachi,4650000.0,2020,26941.0,Petrol,1500 cc,Automatic
Suzuki Cultus VXL,Karachi,725000.0,2006,100000.0,Petrol,1000 cc,Manual
Changan Alsvin 1.5L DCT Lumiere,Karachi,3495000.0,2022,45650.0,Petrol,1500 cc,Automatic
Toyota Corolla GLi Automatic 1.3 VVTi,Karachi,4150000.0,2018,52000.0,Petrol,1300 cc,Automatic
KIA Sorento 2.4 AWD,Karachi,8150000.0,2022,29222.0,Petrol,2400 cc,Automatic
Honda Civic 1.5 VTEC Turbo Oriel,Karachi,7590000.0,2022,16383.0,Petrol,1500 cc,Automatic
Toyota Raize Z,Karachi,6300000.0,2020,30102.0,Petrol,1000 cc,Automatic
Toyota Hilux Revo V Automatic 3.0,Karachi,8800000.0,2017,82000.0,Diesel,3000 cc,Automatic
Honda BR-V i-VTEC MT,Karachi,4004999.0,2019,72876.0,Petrol,1500 cc,Manual
Suzuki Alto VXR,Karachi,1250000.0,2011,109000.0,Petrol,1000 cc,Manual
Proton X70 Premium FWD,Karachi,6000000.0,2022,50000.0,Petrol,1500 cc,Automatic
Suzuki Hustler Hybrid G,Karachi,4375000.0,2023,2433.0,Hybrid,660 cc,Automatic
Changan Oshan X7 Comfort,Karachi,7600000.0,2024,27000.0,Petrol,1500 cc,Automatic
Toyota Vitz F 1.0,Karachi,2080000.0,2009,166538.0,Petrol,1000 cc,Automatic
Honda Life Comfort Special,Karachi,1350000.0,2007,500.0,Petrol,660 cc,Automatic
Daihatsu Mira G SA III,Karachi,4150000.0,2021,15242.0,Petrol,660 cc,Automatic
Toyota Passo X V Package,Karachi,2640000.0,2015,87000.0,Petrol,1000 cc,Automatic
Toyota Tacoma,Karachi,21000000.0,2018,30000.0,Petrol,3500 cc,Automatic
Toyota Yaris Sedan ATIV CVT 1.3,Karachi,4350000.0,2022,50653.0,Petrol,1300 cc,Automatic
Peugeot Allure,Karachi,7100000.0,2025,1150.0,Petrol,1200 cc,Automatic
Suzuki Cultus VXR,Karachi,680000.0,2005,110000.0,Petrol,1000 cc,Manual
Suzuki Wagon R VXL,Karachi,2185000.0,2017,180000.0,Petrol,1000 cc,Manual
Nissan Leaf EV,Karachi,6700000.0,2021,15219.0,Electric,40.0 kWh,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,Karachi,3679999.0,2016,34040.0,Petrol,1300 cc,Automatic
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,4500000.0,2017,65000.0,Petrol,1800 cc,Automatic
Toyota Hilux Revo V Automatic 2.8,Karachi,9675000.0,2019,57000.0,Diesel,2800 cc,Automatic
Toyota Corolla XLi VVTi,Karachi,2150000.0,2011,132500.0,Petrol,1300 cc,Manual
Hyundai Santa Fe Signature,Karachi,15500000.0,2024,1205.0,Hybrid,1600 cc,Automatic
Suzuki Alto VXR,Karachi,1019999.0,2009,190000.0,Petrol,1000 cc,Manual
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Karachi,2675000.0,2012,78000.0,Petrol,1800 cc,Automatic
Toyota Prius G Touring Selection Leather Package 1.8,Karachi,3550000.0,2011,195000.0,Hybrid,1800 cc,Automatic
Suzuki Alto VXR,Karachi,1200000.0,2012,150000.0,Petrol,1000 cc,Manual
Suzuki Mehran VX (CNG),Karachi,415000.0,1997,121211.0,Petrol,800 cc,Manual
Suzuki Alto VXL AGS,Karachi,2500000.0,2020,55271.0,Petrol,660 cc,Automatic
Toyota Corolla GLi Automatic 1.3 VVTi,Karachi,4129999.0,2019,90490.0,Petrol,1300 cc,Automatic
Suzuki Swift DLX 1.3 Navigation,Karachi,2525000.0,2019,63000.0,Petrol,1300 cc,Manual
Toyota Corolla 9th (E120) Generation Altis 1.8,Karachi,1950000.0,2005,135000.0,Petrol,1800 cc,Manual
Toyota Sienta,Karachi,5600000.0,2018,86616.0,Hybrid,1500 cc,Automatic
Suzuki Cultus Auto Gear Shift,Karachi,2925000.0,2018,47510.0,Petrol,1000 cc,Automatic
Suzuki Wagon R VXR,Karachi,2075000.0,2016,52183.0,Petrol,1000 cc,Manual
Suzuki Wagon R Stingray T,Karachi,3300000.0,2017,27245.0,Petrol,660 cc,Automatic
Toyota Prado TX L Package 2.7,Karachi,32599999.0,2021,17144.0,Petrol,2700 cc,Automatic
